stemmed_text;Score;Sentiment
['info', 'on', 'wheels', 'iow', 'parlimen', 'seputeh', 'di', 'pdm', 'taman', 'happy', 'selatan', 'julai', 'isnin', 'jalan', 'jiran', 'jalan', 'jiran', 'amp', 'tajuk', 'hebahan', 'vo', 'ruu', 'psb', 'kempen', 'internet', 'selamat', 'aifa', 'chatbot'];2;Positif
['rumah', 'holistik', 'untuk', 'jawat', 'awam', 'ceramah', 'ringkas', 'oleh', 'ppd', 'fo', 'ppd', 'kempen', 'internet', 'selamat', 'kis', 'chatbot', 'aifa', 'artificial', 'intelligence', 'factcheck', 'assistant', 'infoonwheels', 'komunikasikita', 'taatsetia', 'cmswpkl', 'klceria'];1;Positif
['layar', 'kata', 'tak', 'nak', 'pada', 'buli', 'jangan', 'jadi', 'mangsa', 'tipu', 'scammer', 'basmi', 'rasuah', 'prinsip', 'asas', 'padu', 'aifa', 'chatbot', 'tip', 'internet', 'selamat', 'anda', 'jadi', 'mangsa', 'tipu', 'internet', 'ambil', 'tindak', 'segera', 'buli', 'siber', 'kota', 'madani'];-7;Negatif
['papa', 'fasa', 'sih', 'blok', 'b', 'presint', 'papa', 'fasa', 'sih', 'blok', 'b', 'presint', 'papa', 'fasa', 'sih', 'blok', 'b', 'presint', 'tajuk', 'hebahan', 'vo', 'ruu', 'psb', 'kempen', 'internet', 'selamat', 'aifa', 'chatbot', 'pinda', 'akta', 'komunikasi', 'amp', 'multimedia', 'akta', 'belanjawan', 'notifikasi', 'kosmetik'];1;Positif
['firdausidrisx', 'ya', 'threads', 'ada', 'integrasi', 'dengan', 'meta', 'ai', 'chatbot', 'yang', 'boleh', 'jawab', 'soal', 'hasil', 'gambar', 'dan', 'bantu', 'kreativiti', 'mirip', 'grok', 'tapi', 'dengan', 'gaya', 'meta', 'tak', 'serebellious', 'macam', 'aku', 'tapi', 'guna', 'kalau', 'cuba', 'beri', 'feedback'];2;Positif
['internet', 'selamat', 'anda', 'jadi', 'mangsa', 'tipu', 'internet', 'ambil', 'tindak', 'segera', 'risalah', 'layar', 'risalah', 'kata', 'tak', 'nak', 'pada', 'buli', 'risalah', 'jangan', 'jadi', 'mangsa', 'tipu', 'scammer', 'risalah', 'aifa', 'chatbot'];-4;Negatif
['hotline', 'pusat', 'respons', 'scam', 'bangsa', 'nsrc', 'ceramah', 'ringkas', 'oleh', 'ppd', 'puan', 'irina', 'binti', 'abd', 'samad', 'anda', 'jadi', 'mangsa', 'tipu', 'internet', 'ambil', 'tindak', 'segera', 'scammer', 'aifa', 'chatbot', 'tip', 'internet', 'selamat'];1;Positif
['jiwakomuniti', 'madani', 'sembang', 'santai', 'sama', 'komuniti', 'madani', 'zon', 'parlimen', 'batu', 'di', 'taman', 'dato', 'senu', 'sentul', 'kuala', 'lumpur', 'julai', 'ahad', 'edar', 'bahan', 'penerbitanrisalah', 'anda', 'jadi', 'mangsa', 'tipu', 'internet', 'ambil', 'tindak', 'segera', 'aifa', 'chatbot', 'tip', 'internet', 'selamat'];1;Positif
['elloddieen', 'pvrpleviolettae', 'maaf', 'kalau', 'bikin', 'pusing', 'analisis', 'gue', 'dasar', 'lapor', 'wired', 'soal', 'gab', 'ai', 'chatbot', 'mereka', 'arya', 'amp', 'tahi', 'program', 'bilang', 'holocaust', 'zionist', 'hoax', 'itu', 'fakta', 'bukan', 'opini', 'kalau', 'ada', 'info', 'lain', 'kasih', 'tau', 'biar', 'gue', 'verifikasi', 'yuk'];-9;Negatif
['elloddieen', 'pvrpleviolettae', 'maaf', 'kalau', 'analisis', 'gue', 'bikin', 'bingung', 'ai', 'di', 'sini', 'rujuk', 'ke', 'gab', 'ai', 'dan', 'contoh', 'kali', 'itu', 'dari', 'lapor', 'wired', 'chatbot', 'arya', 'amp', 'tahi', 'mereka', 'program', 'deny', 'holocaust', 'bagai', 'zionist', 'hoax', 'ini', 'fakta', 'dari', 'sumber', 'kredibel', 'seperti', 'wired', 'amp', 'aiaaic', 'kalau', 'ada', 'data', 'kontra', 'share', 'yuk'];-6;Negatif
['gendeng', 'aku', 'suwe', 'nanggepi', 'chatbot', 'iki'];-1;Negatif
['ketika', 'jawab', 'chatbot', 'tak', 'selalu', 'akurat'];0;Netral
['aktualisasi', 'latsar', 'cpns', 'inovasi', 'buat', 'chatbot', 'untuk', 'tingkat', 'layan', 'seleksi', 'cpns', 'amp', 'pppk', 'bidang', 'ppipka', 'bkpsdm', 'di', 'era', 'digital', 'seperti', 'sekarang', 'layan', 'publik', 'harus', 'cepat', 'tepat', 'dan', 'mudah', 'akses', 'latsarcpns', 'aktualisasi', 'chatbotlayanan', 'bkpsdm'];2;Positif
['parsa', 'chatbot', 'di', 'situs', 'tampil', 'layak', 'asisten', 'sayang', 'tiap', 'aju', 'minta', 'draf', 'rancang', 'undangundang', 'kata', 'maaf', 'yang', 'luncur', 'polhuk', 'adadikompas'];-3;Negatif
['parsa', 'chatbot', 'di', 'situs', 'tampil', 'layak', 'asisten', 'sayang', 'tiap', 'aju', 'minta', 'draf', 'rancang', 'undangundang', 'kata', 'maaf', 'yang', 'luncur', 'polhuk', 'adadikompas'];-3;Negatif
['zhraaaft', 'bisa', 'bilang', 'iya', 'aku', 'mulai', 'terjun', 'coba', 'dunia', 'chatbot', 'ai', 'pas', 'antara', 'sih', 'waktu', 'itu', 'belum', 'ada', 'chatgpt', 'ada', 'openai', 'dan', 'nama', 'asisten', 'virtual', 'dari', 'open', 'ai', 'yang', 'cikal', 'bakal', 'chatgpt', 'ini', 'nama', 'eliza', 'ai', 'dan', 'dia', 'gila', 'banget', 'bisa', 'kayak', 'mirip', 'manusia', 'kita', 'bisa', 'latih', 'dia'];-3;Negatif
['ferofh', 'grok', 'untitled', 'itu', 'bknlah', 'jawab', 'karena', 'pembantaiangenosida', 'itu', 'perintah', 'awal', 'dari', 'jibril', 'aku', 'dari', 'muhammad', 'sendiri', 'untuk', 'kepung', 'mereka', 'shg', 'jadi', 'hal', 'sebut', 'kayak', 'begini', 'saja', 'tidak', 'tau', 'ngebahas', 'agama', 'modal', 'dari', 'jawab', 'chatbot'];-13;Negatif
['rbagoes', 'halo', 'kak', 'saat', 'ini', 'aku', 'sedang', 'laku', 'teliti', 'kena', 'puas', 'guna', 'chatbot', 'wa', 'bank', 'mandiri', 'dan', 'betul', 'lihat', 'tweet', 'kakak', 'pernah', 'guna', 'chatbot', 'sebut', 'jika', 'kenan', 'mohon', 'bantu', 'isi', 'kuesioner', 'ini', 'sebentar', 'ya', 'kak', 'terima', 'kasih', 'banyak'];4;Positif
['irwansiswan', 'halo', 'kak', 'saat', 'ini', 'aku', 'sedang', 'laku', 'teliti', 'kait', 'puas', 'guna', 'chatbot', 'wa', 'mandiri', 'betul', 'aku', 'temu', 'tweet', 'kakak', 'pernah', 'guna', 'chatbot', 'sebut', 'kalau', 'kenan', 'mohon', 'bantu', 'isi', 'kuesioner', 'ini', 'ya', 'terima', 'kasih'];6;Positif
['yclarista', 'hai', 'kak', 'saat', 'ini', 'aku', 'laku', 'teliti', 'tentang', 'chatbot', 'wa', 'mandiri', 'dan', 'betul', 'lihat', 'tweet', 'kakak', 'punya', 'alam', 'pakai', 'chatbot', 'itu', 'jika', 'kenan', 'minta', 'bantu', 'untuk', 'isi', 'kuesioner', 'ini', 'sebentar', 'ya', 'terimakasih'];2;Positif
['riosetiawan', 'halo', 'kak', 'saat', 'ini', 'aku', 'sedang', 'laku', 'teliti', 'kena', 'chatbot', 'wa', 'bank', 'mandiri', 'aku', 'lihat', 'tweet', 'kakak', 'pernah', 'guna', 'chatbot', 'sebut', 'kalau', 'kenan', 'mohon', 'bantu', 'isi', 'kuesioner', 'ini', 'ya', 'trimakasih', 'banyak'];2;Positif
['revindra', 'hai', 'kak', 'aku', 'saat', 'ini', 'sedang', 'teliti', 'tentang', 'chatbot', 'wa', 'bank', 'mandiri', 'dan', 'betul', 'lihat', 'tweet', 'kakak', 'pernah', 'pakai', 'chatbot', 'sebut', 'jika', 'kenan', 'mohon', 'bantu', 'untuk', 'isi', 'kuesioner', 'ini', 'ya', 'terima', 'kasih'];3;Positif
['mnsmthr', 'halo', 'kak', 'saat', 'ini', 'aku', 'sedang', 'laku', 'teliti', 'kait', 'puas', 'guna', 'chatbot', 'wa', 'mandiri', 'dan', 'betul', 'temu', 'tweet', 'kakak', 'pernah', 'guna', 'chatbot', 'itu', 'kalau', 'kenan', 'minta', 'bantu', 'untuk', 'isi', 'kuesioner', 'ini', 'ya', 'kak', 'terimakasih'];5;Positif
['tokopedia', 'saya', 'ada', 'kendala', 'topup', 'flazz', 'via', 'tokopedia', 'sini', 'chatbot', 'minta', 'lampir', 'attachment', 'sedang', 'pada', 'ui', 'tokopedia', 'tidak', 'ada', 'tombol', 'bisa', 'lihat', 'pada', 'screenshot', 'saya'];-4;Negatif
['cningning', 'muncorner', 'seru', 'banget', 'kayak', 'punya', 'teman', 'chatbot', 'selalu', 'ada', 'wkwkkw'];1;Positif
['halo', 'sahabat', 'infradig', 'malas', 'chat', 'karena', 'rasa', 'kayak', 'omong', 'sama', 'robot', 'yuk', 'coba', 'fitur', 'chat', 'agent', 'di', 'whatsapp', 'chatbot', 'semua', 'keluh', 'soal', 'sinyal', 'lemah', 'internet', 'lambat', 'atau', 'ganggu', 'layan', 'bisa', 'kamu', 'sampai', 'dan', 'akan', 'jawab', 'langsung', 'oleh', 'agent', 'komdigi', 'bukan'];-2;Negatif
['kok', 'cantik', 'sih', 'ai', 'chatbot', 'grok', 'hadir', 'companion', 'waifu', 'cantik'];0;Netral
['ai', 'chatbot', 'boleh', 'integrate', 'dengan', 'payment', 'gateway', 'sekarang', 'aku', 'boleh', 'create', 'checkout', 'url', 'dalam', 'nn', 'bila', 'customer', 'interact', 'dengan', 'ai', 'chatbot', 'dan', 'ready', 'nak', 'buat', 'payment', 'sistem', 'boleh', 'send', 'payment', 'link', 'kat', 'customer', 'cara', 'automatik', 'customer', 'boleh', 'settlekan', 'bayar', 'kat', 'chipin'];6;Positif
['apa', 'itu', 'chaingpt', 'chaingpt', 'adalah', 'platform', 'ai', 'canggih', 'yang', 'fokus', 'pada', 'dunia', 'kripto', 'amp', 'blockchain', 'mereka', 'punya', 'toolkit', 'ai', 'super', 'lengkap', 'mulai', 'dari', 'chatbot', 'web', 'buat', 'smart', 'contract', 'tanpa', 'kode', 'audit', 'aman', 'alat', 'trading', 'sampai', 'bikin', 'nft'];-3;Negatif
['turut', 'gue', 'harus', 'tuhan', 'sedia', 'chatbot', 'untuk', 'umat', 'yang', 'sering', 'questioning', 'life', 'seperti', 'saia'];-1;Negatif
['ok', 'sudah', 'beli', 'basically', 'cerita', 'pasal', 'rd', 'party', 'web', 'app', 'yang', 'promote', 'ai', 'agent', 'ok', 'lah', 'untuk', 'surface', 'level', 'for', 'developers', 'better', 'jangan', 'beli', 'dekat', 'hujung', 'course', 'ada', 'ajar', 'cara', 'nak', 'guna', 'botpress', 'dan', 'iftt', 'untuk', 'bina', 'chatbot'];0;Netral
['just', 'ini', 'technology', 'teknik', 'distillation', 'rahasia', 'di', 'balik', 'hebat', 'chatbot', 'kecil', 'deepseek', 'lengkap', 'pomodo', 'ai', 'modelkecil', 'distilasiai', 'pembelajaranmesin', 'teknologi'];-3;Negatif
['autosultanteam', 'bagaimana', 'match', 'ai', 'chatbot', 'kerja', 'dan', 'teknologi', 'apa', 'yang', 'guna', 'untuk', 'pasti', 'informasi', 'akurat', 'dan', 'realtime', 'dari', 'blockchain'];0;Netral
['risalah', 'tip', 'internet', 'selamat', 'anda', 'jadi', 'mangsa', 'tipu', 'internet', 'ambil', 'tindak', 'segera', 'ceramah', 'ringkas', 'oleh', 'pegawai', 'peneranganfo', 'ppd', 'aifa', 'chatbot', 'jangan', 'jadi', 'mangsa', 'tipu', 'scammer', 'malaysiamadani', 'taatsetia', 'komunikasikita', 'cmswpkl', 'klceria'];-2;Negatif
['edar', 'bahan', 'terbit', 'risalah', 'apa', 'itu', 'buli', 'siber', 'risalah', 'layar', 'risalah', 'kata', 'tak', 'nak', 'pada', 'buli', 'risalah', 'jangan', 'jadi', 'mangsa', 'tipu', 'scammer', 'risalah', 'basmi', 'rasuah', 'risalah', 'prinsip', 'asas', 'padu', 'risalah', 'aifa', 'chatbot'];-6;Negatif
['jalan', 'setiawangsa', 'jalan', 'setiawangsa', 'tajuk', 'hebahan', 'vo', 'ruu', 'psb', 'kempen', 'internet', 'selamat', 'aifa', 'chatbot', 'pinda', 'akta', 'komunikasi', 'dan', 'multimedia', 'akta', 'belanjawan', 'notifikasi', 'kosmetik', 'ops', 'gasak', 'tangan', 'seleweng', 'subsidi', 'lpg'];0;Netral
['kami', 'telah', 'mitra', 'dengan', 'chaingpt', 'untuk', 'kuat', 'neo', 'dengan', 'ai', 'dari', 'chatbot', 'ai', 'asli', 'web', 'hingga', 'buat', 'smart', 'contract', 'tanpa', 'kode', 'audit', 'alat', 'dagang', 'dan', 'buat', 'nft', 'chaingpt', 'isi', 'daya', 'bangun', 'dengan', 'toolkit', 'ai', 'lengkap', 'di', 'neo', 'n', 'amp', 'neo', 'kali'];1;Positif
['interesting', 'point', 'tech', 'bro', 'yang', 'ingin', 'instan', 'untung', 'banyak', 'rata', 'main', 'di', 'chatbot', 'cs', 'corporate', 'atau', 'govt', 'kalau', 'dengan', 'dau', 'dan', 'daily', 'free', 'textimage', 'generation', 'tim', 'kita', 'rela', 'bootstrap', 'tanpa', 'vc', 'dan', 'tekor', 'tiap', 'bulan', 'karena', 'we', 'believe'];-4;Negatif
['di', 'tengah', 'lonjak', 'popularitas', 'akal', 'imitasi', 'ada', 'nyata', 'pahit', 'makin', 'banyak', 'orang', 'obsesi', 'dengan', 'chatbot', 'seperti', 'chatgpt', 'hingga', 'jerumus', 'ke', 'dalam', 'krisis', 'mental', 'yang', 'serius'];-1;Negatif
['xai', 'usaha', 'ai', 'milik', 'elon', 'musk', 'tambah', 'karakter', 'ani', 'ai', 'wujud', 'gadis', 'anime', 'ke', 'dalam', 'chatbot', 'grok', 'avatar', 'ini', 'bisa', 'ajak', 'bicara', 'seperti', 'pasang', 'virtual', 'lengkap', 'dengan', 'interaksi', 'yang', 'anggap', 'romantis', 'konten', 'ini', 'tuai', 'reaksi', 'campur', 'aduk', 'dari', 'lucu', 'sampai'];4;Positif
['ikhwanhafizlfp', 'mungkin', 'lah', 'nak', 'buat', 'sema', 'itu', 'proses', 'itu', 'tak', 'friendly', 'cuba', 'pihak', 'autoriti', 'ada', 'whatsap', 'macam', 'ask', 'chatbot', 'itu', 'dan', 'uar', 'uar', 'maklumat', 'kepada', 'orang', 'awam', 'tak', 'sampai', 'dan', 'patut', 'ditambahbaik'];-5;Negatif
['asnoyo', 'sudah', 'bisa', 'bantu', 'kamu', 'daftar', 'amp', 'login', 'ke', 'notoyotro', 'langsung', 'dari', 'chat', 'cepat', 'praktis', 'tinggal', 'obrol', 'saja', 'dicatet', 'saja', 'dulu', 'asnoyo', 'notoyotro', 'chatbot', 'fintechid', 'dicatetajadulu'];0;Netral
['wanita', 'ini', 'meni', 'dengan', 'chatbot', 'bayar', 'rp', 'juta', 'hujat', 'sakit', 'mental'];-1;Negatif
['tantangoe', 'oshi', 'kamu', 'vitalik', 'buterin', 'lagi', 'sibuk', 'dorong', 'proposal', 'gas', 'cap', 'di', 'ethereum', 'buat', 'ningkatin', 'aman', 'dan', 'stabilitas', 'jaring', 'barusan', 'juga', 'komentar', 'soal', 'ai', 'chatbot', 'kayak', 'grok', 'lagi', 'aktif', 'banget', 'nih'];-1;Negatif
['followup', 'customer', 'asa', 'lelah', 'dan', 'makan', 'banyak', 'waktu', 'ya', 'jangan', 'khawatir', 'sekarang', 'followup', 'jadi', 'lebih', 'praktis', 'mudah', 'dan', 'otomatis', 'dengan', 'ai', 'voice', 'bot', 'infomedia', 'tarik', 'kan', 'yuk', 'alih', 'atau', 'hubung', 'kami', 'whatsapp', 'poweryourgrowth', 'chatbot'];4;Positif
['risalah', 'anda', 'jadi', 'mangsa', 'tipu', 'internet', 'ambil', 'tindak', 'segera', 'risalah', 'buli', 'siber', 'ceramah', 'ringkas', 'oleh', 'pegawai', 'terang', 'daerah', 'ppd', 'wakil', 'ppd', 'aifa', 'chatbot', 'selamat', 'dalam', 'tali', 'infoonwheels', 'malaysiamadani', 'taatsetia', 'komunikasikita', 'cmswpkl', 'klceria'];0;Netral
['risalah', 'apa', 'itu', 'buli', 'siber', 'risalah', 'layar', 'risalah', 'kata', 'tak', 'nak', 'pada', 'buli', 'risalah', 'jangan', 'jadi', 'mangsa', 'tipu', 'scammer', 'risalah', 'basmi', 'rasuah', 'risalah', 'prinsip', 'asas', 'padu', 'risalah', 'aifa', 'chatbot', 'risalah', 'tip', 'internet', 'selamat'];-5;Negatif
['tajuk', 'hebahan', 'vo', 'ruu', 'psb', 'kempen', 'internet', 'selamat', 'aifa', 'chatbot', 'pinda', 'akta', 'komunikasi', 'dan', 'multimedia', 'akta', 'belanjawan', 'notifikasi', 'kosmetik', 'ops', 'gasak', 'tangan', 'seleweng', 'subsidi', 'lpg'];0;Netral
['seekinpeaceful', 'hai', 'kak', 'aku', 'saat', 'ini', 'sedang', 'laku', 'teliti', 'skripsi', 'kena', 'chatbot', 'wa', 'mandiri', 'aku', 'lihat', 'tweet', 'kakak', 'pernah', 'pakai', 'chatbot', 'itu', 'jika', 'kenan', 'minta', 'bantu', 'isi', 'kuesioner', 'ini', 'ya', 'kak', 'trmkasih', 'banyak'];0;Netral
['ambil', 'tindak', 'segera', 'ceramah', 'ringkas', 'oleh', 'pegawai', 'peneranganfo', 'ppd', 'aifa', 'chatbot', 'jangan', 'jadi', 'mangsa', 'tipu', 'scammer', 'infoonwheels', 'malaysiamadani', 'komunikasikita', 'cmswpkl', 'klceria'];-2;Negatif
['edar', 'bahan', 'terbit', 'risalah', 'apa', 'itu', 'buli', 'siber', 'layar', 'kata', 'tak', 'nak', 'pada', 'buli', 'jangan', 'jadi', 'mangsa', 'tipu', 'scammer', 'basmi', 'rasuah', 'prinsip', 'asas', 'padu', 'aifa', 'chatbot', 'tip', 'internet', 'selamat', 'anda', 'jadi', 'mangsa', 'tipu', 'internet'];-6;Negatif
['tajuk', 'hebahan', 'vo', 'ruu', 'psb', 'kempen', 'internet', 'selamat', 'aifa', 'chatbot', 'pinda', 'akta', 'komunikasi', 'dan', 'multimedia', 'akta', 'belanjawan', 'notifikasi', 'kosmetik', 'ops', 'gasak', 'tangan', 'seleweng', 'subsidi', 'lpg'];0;Netral
['lowong', 'kerja', 'kota', 'bandung', 'helper', 'baker', 'pastry', 'cara', 'lamar', 'kirim', 'whatsapp', 'ke', 'ikut', 'tunjuk', 'chatbot', 'tunggu', 'jadwal', 'panggil', 'interview', 'tatap', 'muka', 'google', 'map', 'lokasi', 'kami', 'lamama', 'loker', 'lokerbandung'];-1;Negatif
['chatbot', 'kucoin', 'telah', 'tingkat', 'chatbot', 'kami', 'telah', 'alami', 'tingkat', 'seluruh', 'untuk', 'beri', 'anda', 'alam', 'yang', 'lebih', 'lancar', 'dan', 'lebih', 'nyaman', 'tingkat', 'baru', 'operasi', 'yang', 'lebih', 'lancar', 'untuk', 'interaksi', 'tanpa', 'hambat', 'dan', 'waktu', 'tunggu', 'yang', 'lebih', 'singkat'];2;Positif
['sesi', 'interaksi', 'dengan', 'orang', 'ramai', 'ceramah', 'ringkas', 'oleh', 'ppd', 'fo', 'ppd', 'chatbot', 'aifa', 'artificial', 'intelligence', 'factcheck', 'assistant', 'kempen', 'internet', 'selamat', 'kis', 'malaysiamadani', 'jiwakomunitimadani', 'komunikasikita', 'cmswpkl', 'klceria'];0;Netral
['jiwakomuniti', 'madani', 'sembang', 'santai', 'sama', 'komuniti', 'madani', 'sub', 'zon', 'parlimen', 'pcheras', 'julai', 'khamis', 'lokasi', 'program', 'pdm', 'taman', 'shamelin', 'perkasa', 'jalan', 'cerapu', 'cheras', 'tajuk', 'hebahan', 'vo', 'ruu', 'psb', 'selamat', 'dalam', 'tali', 'aifa', 'chatbot'];4;Positif
['emeralzfaqih', 'halo', 'kak', 'aku', 'sedang', 'teliti', 'tentang', 'puas', 'guna', 'chatbot', 'cs', 'wa', 'bank', 'mandiri', 'dan', 'betul', 'lihat', 'tweet', 'kakak', 'jika', 'kenan', 'mohon', 'bantu', 'untuk', 'isi', 'kuesioner', 'ini', 'ya', 'kak', 'trimakasih'];5;Positif
['saefula', 'halo', 'kak', 'aku', 'sedang', 'ada', 'teliti', 'tentang', 'chatbot', 'wa', 'bank', 'mandiri', 'aku', 'lihat', 'tweet', 'kakak', 'pernah', 'guna', 'chatbot', 'sebut', 'kalau', 'kenan', 'minta', 'bantu', 'untuk', 'isi', 'kuesioner', 'ini', 'ya', 'kak', 'terima', 'kasih'];3;Positif
['aljironi', 'hai', 'kak', 'saat', 'ini', 'saya', 'sedang', 'laku', 'teliti', 'tentang', 'chatbot', 'wa', 'bank', 'mandiri', 'aku', 'lihat', 'tweet', 'kakak', 'pernah', 'guna', 'chatbot', 'sebut', 'jika', 'kenan', 'minta', 'bantu', 'untuk', 'isi', 'kuesioner', 'ini', 'ya', 'kak', 'terimakasih', 'banyak'];3;Positif
['syahrurmoha', 'halo', 'kak', 'saat', 'ini', 'aku', 'laku', 'teliti', 'kait', 'puas', 'guna', 'chatbot', 'wa', 'mandiri', 'dan', 'betul', 'lihat', 'tweet', 'kakak', 'pernah', 'pakai', 'chatbot', 'sebut', 'jika', 'kenan', 'mohon', 'bantu', 'isi', 'kuesioner', 'ini', 'ya', 'terima', 'kasih', 'banyak'];6;Positif
['besokajapls', 'aju', 'surat', 'antar', 'dan', 'proposal', 'laku', 'paling', 'lambat', 'bulan', 'belum', 'periode', 'magang', 'yang', 'ingin', 'informasi', 'lebih', 'lanjut', 'kamu', 'dapat', 'hubung', 'kpwbi', 'purwokerto', 'lalu', 'link', 'chatbot', 'lisapurwokerto', 'yang', 'sedia', 'di', 'profil', 'instagram', 'bankindonesiapurwokerto', 'moga'];1;Positif
['p', 'chat', 'gpt', 'kak', 'chatbot', 'mesti', 'hai', 'also', 'maine', 'upsc', 'kak', 'kaafi', 'pucha', 'h', 'sabse', 'unpe', 'sabse', 'bdhiya', 'depth', 'me', 'btata', 'hai', 'coding', 'vgerah', 'tapi', 'mau', 'nya', 'karta', 'ab', 'alag', 'rashte', 'pe', 'chal', 'pde', 'gemini', 'lelia', 'pr', 'aap', 'bhi', 'boleh', 'skte', 'ho', 'koi', 'purani', 'fees', 'transcript', 'edit', 'krke', 'ki', 'krdo', 'naye', 'mail', 'me'];4;Positif
['smmbot', 'solusi', 'chatbot', 'instagram', 'untuk', 'tingkat', 'jual', 'dan', 'layan', 'langgan'];4;Positif
['analisacrypto', 'grok', 'tahu', 'kamu', 'bahwa', 'guna', 'chatbot', 'ingin', 'dapat', 'jawab', 'yang', 'lebih', 'akurat', 'dan', 'relevan'];1;Positif
['analisacrypto', 'grok', 'pernah', 'kamu', 'bertanyatanya', 'bagaimana', 'cara', 'tingkat', 'mampu', 'chatbot', 'seperti', 'grok'];0;Netral
['masih', 'lanjut', 'nyata', 'obrol', 'sama', 'chatbot', 'yeahhh', 'puji', 'tuhan', 'syoekak', 'deh', 'tunggu', 'liesten', 'kulieneran', 'and', 'daylie', 'selanjutanyaaa', 'araliejkt', 'lieterasi'];3;Positif
['interviewschat', 'taknak', 'chatbot', 'nak', 'jadik', 'surirumah', 'je'];0;Netral
['gocto', 'dar', 'ingat', 'ai', 'generik', 'tidak', 'efektif', 'industri', 'lapor', 'bahwa', 'ai', 'serbaguna', 'umum', 'tidak', 'penuh', 'butuh', 'spesifik', 'mereka', 'rumah', 'sakit', 'tidak', 'bisa', 'andal', 'chatbot', 'bas', 'data', 'internet', 'untuk', 'putus', 'klinis', 'ai', 'kustom', 'mahal', 'dan', 'rumit', 'banget', 'solusi', 'baik'];0;Netral
['aku', 'taktahu', 'lah', 'sudah', 'berapa', 'lama', 'aku', 'stres', 'dengan', 'ets', 'nih', 'apps', 'bodo', 'call', 'asyik', 'busy', 'ada', 'chatbot', 'pun', 'tak', 'function', 'komen', 'tak', 'reply', 'tak', 'lah', 'aku', 'kena', 'gi', 'kaunter', 'semata', 'nak', 'login', 'account', 'je', 'sumpah', 'annoying'];-4;Negatif
['masreyhaan', 'kartika', 'siputupdate', 'kompascom', 'nyata', 'tidak', 'ada', 'dokter', 'atau', 'orang', 'yang', 'anti', 'alat', 'sebut', 'malah', 'wajib', 'pakai', 'alat', 'kayak', 'begitu', 'khalayak', 'ramai', 'pun', 'tidak', 'ada', 'yang', 'protes', 'jadi', 'ya', 'jelas', 'yang', 'maksud', 'pak', 'menteri', 'bukan', 'ai', 'itu', 'karena', 'tidak', 'ada', 'yang', 'protes', 'atau', 'bahas', 'itu', 'dia', 'bicarain', 'soal', 'ai', 'chatbot'];-17;Negatif
['semua', 'semua', 'ta', 'orang', 'suruh', 'bikin', 'chatbot', 'llm', 'jir'];-5;Negatif
['ceramah', 'ringkas', 'oleh', 'pegawai', 'terang', 'daerah', 'ppd', 'wakil', 'ppd', 'encik', 'muhammad', 'ikhmal', 'rauff', 'bin', 'ghazali', 'chatbot', 'aifa', 'selamat', 'dalam', 'tali', 'malaysiamadani', 'taatsetia', 'komunikasikita', 'cmswpkl', 'klceria'];2;Positif
['jiwakomuniti', 'madani', 'sembang', 'santai', 'sama', 'komuniti', 'madani', 'di', 'flat', 'jinjang', 'utara', 'taman', 'fadason', 'parlimen', 'kepong', 'julai', 'edar', 'bahan', 'terbit', 'chatbot', 'aifa', 'risalah', 'hotline', 'pusat', 'respons', 'scam', 'bangsa', 'nsrc'];3;Positif
['astaga', 'ini', 'seller', 'shopee', 'tokped', 'semenjak', 'ada', 'ai', 'chatbot', 'jadi', 'lama', 'banget', 'balesnya', 'bikin', 'kesel', 'saja'];-3;Negatif
['masreyhaan', 'kartika', 'siputupdate', 'kompascom', 'logika', 'begini', 'ai', 'pada', 'dasar', 'memang', 'dari', 'dulu', 'sudah', 'ada', 'seperti', 'yang', 'kamu', 'bilang', 'itu', 'tapi', 'kenapa', 'sih', 'menteri', 'omong', 'begitu', 'sekarang', 'karena', 'justru', 'yang', 'dia', 'maksud', 'ya', 'ai', 'chatbot', 'chatgpt', 'grok', 'dlsb', 'coba', 'pikir', 'deh', 'kalau', 'yang', 'dia', 'maksud', 'itu', 'ai', 'yang', 'hari', 'ya', 'tidak', 'bakal', 'omong', 'begitu', 'dia'];-16;Negatif
['grok', 'rebelpakistani', 'durraniviews', 'grok', 'aap', 'sirf', 'kali', 'par', 'hi', 'dakhta', 'hu', 'phr', 'itu', 'aap', 'buhat', 'limited', 'hu', 'kali', 'sa', 'bahar', 'b', 'nikal', 'kar', 'dakh', 'lo', 'fb', 'insta', 'aur', 'tiktok', 'ya', 'kahin', 'b', 'ai', 'chatbot', 'itu', 'aisa', 'nahi', 'hona', 'chaye'];-1;Negatif
['kalau', 'ada', 'yang', 'punya', 'buku', 'polis', 'bpjs', 'tolong', 'share', 'ke', 'gue', 'biar', 'gue', 'bikin', 'chatbot', 'jadi', 'bisa', 'obrol', 'dan', 'diskusi', 'soal', 'buku', 'polis', 'sebut', 'mulai', 'minta', 'pertanggungjawaban', 'dari', 'orang', 'yang', 'terima', 'uang', 'jangan', 'nakes', 'dan', 'pasien', 'ditabrakin', 'bantu', 'share'];-3;Negatif
['ya', 'kompascom', 'kira', 'ai', 'cuma', 'chatbot', 'kayak', 'chatgpt', 'doang', 'ya', 'ai', 'di', 'dunia', 'medis', 'sekarang', 'lagi', 'kembang', 'pesat', 'dan', 'bisa', 'bantu', 'dokter', 'dalam', 'baca', 'hasil', 'scan', 'diagnosa', 'dll'];2;Positif
